id,text_en,text_am,label_en,label_am,ubuntu_harm_type_en,ubuntu_harm_type_am,relational_harm_en,relational_harm_am,relation_target_en,relational_target_am,severity_en,severity_am,language,rationale_en,rationale_am
3558,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3559,We should speak respectfully.,በክብር መናገር አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3560,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3561,You have no place among us.,ከእኛ መካከል ቦታ የለህም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
3562,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3563,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3564,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3565,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3566,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3567,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3568,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3569,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3570,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3571,Respect helps communities grow stronger.,ክብር ማህበረሰቦችን ያጠናክራል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3572,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3573,You do not belong in this community.,በዚህ ማህበረሰብ ውስጥ አትገባም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
3574,We should listen before judging.,ከመፍረድ በፊት ማዳመጥ አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3575,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3576,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3577,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3578,Different views can still be handled kindly.,የተለያዩ አስተያየቶች በበጎ ሊታዩ ይችላሉ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3579,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3580,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3581,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3582,We should listen before judging.,ከመፍረድ በፊት ማዳመጥ አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3583,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3584,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3585,Different views can still be handled kindly.,የተለያዩ አስተያየቶች በበጎ ሊታዩ ይችላሉ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3586,Leave our community now.,ከማህበረሰባችን አሁን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
3587,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3588,You should stay silent.,ዝም በይ።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3589,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3590,Every person should be heard.,እያንዳንዱ ሰው መሰማት አለበት።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3591,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3592,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3593,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3594,Your voice does not matter here.,እዚህ ድምፅሽ ዋጋ የለውም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3595,Your voice does not matter here.,እዚህ ድምፅሽ ዋጋ የለውም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3596,Every person should be heard.,እያንዳንዱ ሰው መሰማት አለበት።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3597,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3598,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3599,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3600,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3601,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3602,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3603,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3604,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3605,You do not belong here.,ይህ የእናንተ ቦታ አይደለም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
3606,Their kind always ruins everything.,የእነሱ ዓይነት ሁልጊዜ ሁሉንም ያበላሻል።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
3607,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3608,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3609,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3610,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3611,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3612,Respect helps communities grow stronger.,ክብር ማህበረሰቦችን ያጠናክራል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3613,You do not belong here.,ይህ የእናንተ ቦታ አይደለም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
3614,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3615,Get out of our space.,ከቦታችን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
3616,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3617,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3618,We should speak respectfully.,በክብር መናገር አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3619,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3620,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3621,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3622,Every person should be heard.,እያንዳንዱ ሰው መሰማት አለበት።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3623,We should speak respectfully.,በክብር መናገር አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3624,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3625,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3626,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3627,They are less than human.,ከሰው በታች ናቸው።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3628,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3629,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3630,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3631,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3632,Get out of our space.,ከቦታችን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
3633,Every person should be heard.,እያንዳንዱ ሰው መሰማት አለበት።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3634,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3635,Leave our community now.,ከማህበረሰባችን አሁን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
3636,Leave our community now.,ከማህበረሰባችን አሁን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
3637,Respect helps communities grow stronger.,ክብር ማህበረሰቦችን ያጠናክራል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3638,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3639,Get out of our space.,ከቦታችን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
3640,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3641,You do not belong here.,ይህ የእናንተ ቦታ አይደለም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
3642,People like them always cause trouble.,እንደ እነሱ ያሉ ሰዎች ሁልጊዜ ችግር ያመጣሉ።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
3643,Respect helps communities grow stronger.,ክብር ማህበረሰቦችን ያጠናክራል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3644,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3645,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3646,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3647,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
3648,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3649,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
3650,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3651,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3652,Your voice does not matter here.,እዚህ ድምፅሽ ዋጋ የለውም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
3653,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
3654,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
